,Unnamed: 0,user_id,input_message_kid,stage,total_attempts_in_stage,grade_norm,pre-score_norm,stage_norm,failed_attempts_norm,pos_norm,neg_norm,hel_norm,anxiety_norm,action,output,postive_feedback,reward,grade,completed,pre,post,adjusted_score,anxiety,time_stored,action_number,p_hint,p_nothing,p_encourage,p_question
201,450,212,How many chocolates are there?,0.0,1.0,0.0,0.0,-1.0,-0.9,-1.0,-1.0,1.0,-0.05555556,2,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",None,0.0,3,True,4,5,3,26,"11-11-2020-17:34:21-PST
",201,0.081,0.383,0.525,0.011
202,451,212,how do I type my answer?,,,0.0,0.0,-1.0,-0.9,-1.0,-1.0,1.0,-0.05555556,2,"If we put our minds together, we can figure this problem out!",True,3.1010000000000004,3,True,4,5,3,26,"11-11-2020-17:34:21-PST
",202,0.081,0.383,0.525,0.011
203,452,213,can i have pointers?,0.0,5.0,-1.0,-0.25,-1.0,-0.5,-1.0,-1.0,1.0,-0.88888889,2,The people in the village need you! Keep working hard.,True,0.1,2,True,3,8,5,11,"11-11-2020-18:11:04-PST
",203,0.079,0.349,0.563,0.009
204,453,213,help?,,,-1.0,-0.25,0.0,1.3,1.0,-1.0,1.0,-0.88888889,2,I know we can do this together. Keep thinking!,None,5.001,2,True,3,8,5,11,"11-11-2020-18:11:04-PST
",204,0.02,0.579,0.38,0.021
205,454,214,no,2.0,5.0,-1.0,-1.0,-0.33333333,-0.5,-1.0,1.0,-0.06320011,-0.77777778,1,:),None,0.0,2,True,0,4,4,13,"11-11-2020-18:39:02-PST
",205,0.439,0.25,0.297,0.014
206,455,214,whats lengs mean,2.0,5.0,-1.0,-1.0,-0.33333333,-0.5,-1.0,-1.0,-0.07616984,-0.77777778,2,We need to solve this problem to stop the natural disaster. I believe in you!,None,0.0,2,True,0,4,4,13,"11-11-2020-18:39:02-PST
",206,0.645,0.106,0.238,0.011
207,456,214,not helpful,2.0,5.0,-1.0,-1.0,-0.33333333,-0.5,-1.0,0.4,1.0,-0.77777778,1,:),None,0.0,2,True,0,4,4,13,"11-11-2020-18:39:02-PST
",207,0.166,0.358,0.465,0.011
208,457,214,no,2.0,5.0,-1.0,-1.0,-0.33333333,-0.5,-1.0,1.0,-0.06320011,-0.77777778,3,Hm... let's keep thinking!,None,0.0,2,True,0,4,4,13,"11-11-2020-18:39:02-PST
",208,0.439,0.25,0.297,0.014
209,458,214,no,2.0,5.0,-1.0,-1.0,-0.33333333,-0.5,-1.0,1.0,-0.06320011,-0.77777778,2,"You’re doing a great job. If we keep working like this, we’ll be done in no time!",None,0.0,2,True,0,4,4,13,"11-11-2020-18:39:02-PST
",209,0.439,0.25,0.297,0.014
210,459,214,tell me what length means,2.0,5.0,-1.0,-1.0,-0.33333333,-0.5,-1.0,-1.0,1.0,-0.77777778,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,True,0,4,4,13,"11-11-2020-18:39:02-PST
",210,0.207,0.278,0.504,0.011
211,460,214,not helpful,,,-1.0,-1.0,-0.33333333,-0.5,-1.0,0.4,1.0,-0.77777778,0,Move your mouse along the length to count how many chocolates would fit along the length.,None,3.985,2,True,0,4,4,13,"11-11-2020-18:39:02-PST
",211,0.166,0.358,0.465,0.011
212,461,215,how do I unhelpful it,0.0,1.0,0.0,-0.25,-1.0,-0.9,-1.0,-1.0,1.0,-0.16666667,2,I love a good challenge. Let’s regroup and think about this some more.,None,0.0,3,True,3,7,4,24,"11-11-2020-18:50:13-PST
",212,0.097,0.348,0.544,0.011
213,462,215,help!,2.0,5.0,0.0,-0.25,-0.33333333,-0.5,1.0,-1.0,1.0,-0.16666667,3,Hm... let's keep thinking!,None,0.0,3,True,3,7,4,24,"11-11-2020-18:50:13-PST
",213,0.091,0.359,0.468,0.082
214,463,215,do I times it?,3.0,4.0,0.0,-0.25,0.0,-0.6,-1.0,-1.0,1.0,-0.16666667,2,We’re almost there! We’re so close to getting to cross the river and saving the villagers from the fire.,None,0.0,3,True,3,7,4,24,"11-11-2020-18:50:13-PST
",214,0.288,0.334,0.363,0.015
215,464,215,what does it mean when it asks me the height?,0.0,1.0,0.0,-0.25,-1.0,-0.9,-1.0,-1.0,1.0,-0.16666667,2,"You’ve just about got it. Don’t give up, yet!",True,0.1,3,True,3,7,4,24,"11-11-2020-18:50:13-PST
",215,0.097,0.348,0.544,0.011
216,465,215,what is length?,2.0,5.0,0.0,-0.25,-0.33333333,-0.5,-1.0,-1.0,1.0,-0.16666667,2,We need to solve this problem to stop the natural disaster. I believe in you!,None,0.0,3,True,3,7,4,24,"11-11-2020-18:50:13-PST
",216,0.163,0.375,0.45,0.012
217,466,215,ok,,,0.0,-0.25,0.66666667,-0.9,1.0,-1.0,-0.10634729999999999,-0.16666667,3,Hm... let's keep thinking!,None,4.001,3,True,3,7,4,24,"11-11-2020-18:50:13-PST
",217,0.571,0.045,0.094,0.29
218,467,211,mmh,,,0.0,1.0,-1.0,-0.9,-1.0,-1.0,-0.40172555,-0.88888889,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.098,3,True,8,8,0,11,"11-11-2020-19:46:19-PST
",218,0.48,0.182,0.313,0.025
219,468,219,thanks!,4.0,1.0,1.0,0.0,0.33333333,-0.9,1.0,-1.0,-0.15282053,-0.77777778,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",True,0.11,4,True,4,7,4,13,"11-12-2020-10:23:26-PST
",219,0.69,0.044,0.064,0.202
220,469,219,Thanks Princess Peacock,3.0,3.0,1.0,0.0,0.0,-0.7,0.184,-1.0,-0.15282053,-0.77777778,2,You’re super close! Let’s think about this a little more and try again.,True,0.1,4,True,4,7,4,13,"11-12-2020-10:23:26-PST
",220,0.831,0.057,0.064,0.048
221,470,219,I need your help Princess peacock,,,1.0,0.0,0.0,-0.7,-0.19399999999999998,-1.0,1.0,-0.77777778,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,3.985,4,True,4,7,4,13,"11-12-2020-10:23:26-PST
",221,0.612,0.183,0.182,0.023
222,471,234,how wide were the chokolates,0.0,8.0,1.0,0.25,-1.0,-0.2,-1.0,-1.0,1.0,-0.77777778,2,"Hey, let’s think this through together. I know we can do it!",True,0.1,4,True,5,8,3,13,"11-12-2020-16:17:44-PST
",222,0.178,0.401,0.409,0.012
223,472,234,anything else,0.0,8.0,1.0,0.25,-1.0,-0.2,-1.0,-1.0,-0.02486803,-0.77777778,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,5,8,3,13,"11-12-2020-16:17:44-PST
",223,0.616,0.179,0.193,0.012
224,473,234,can you help pleas,0.0,8.0,1.0,0.25,-1.0,-0.2,-0.052000000000000005,-1.0,1.0,-0.77777778,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,0.01,4,True,5,8,3,13,"11-12-2020-16:17:44-PST
",224,0.162,0.424,0.392,0.022
225,474,234,yes pleas,0.0,8.0,1.0,0.25,-1.0,-0.2,0.46,-1.0,-0.08166112,-0.77777778,0,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",True,0.11,4,True,5,8,3,13,"11-12-2020-16:17:44-PST
",225,0.4,0.235,0.269,0.096
226,475,234,am I finding the volume,0.0,8.0,1.0,0.25,-1.0,-0.2,-1.0,-1.0,-0.03631976,-0.77777778,0,You have seen all the hints. Try your best to answer the question!,True,0.11,4,True,5,8,3,13,"11-12-2020-16:17:44-PST
",226,0.62,0.176,0.192,0.012
227,476,234,what about the lid,0.0,8.0,1.0,0.25,-1.0,-0.2,-1.0,-1.0,1.0,-0.77777778,1,:),None,0.0,4,True,5,8,3,13,"11-12-2020-16:17:44-PST
",227,0.178,0.401,0.409,0.012
228,477,234,I give up,,,1.0,0.25,-1.0,-0.2,-1.0,-1.0,-0.03631976,-0.77777778,0,You have seen all the hints. Try your best to answer the question!,None,2.946,4,True,5,8,3,13,"11-12-2020-16:17:44-PST
",228,0.62,0.176,0.192,0.012
229,478,238,so is the problem like 90 x 2 ounces?,4.0,1.0,1.0,0.75,0.33333333,-0.9,-0.522,-0.434,-0.03305731,-0.44444444,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",True,0.11,4,True,7,8,1,19,"11-12-2020-16:18:02-PST
",229,0.865,0.049,0.046,0.04
230,479,238,"ok, thanks",,,1.0,0.75,0.0,-0.9,1.0,-1.0,-0.10634729999999999,-0.44444444,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,1.085,4,True,7,8,1,19,"11-12-2020-16:18:02-PST
",230,0.35,0.095,0.093,0.462
231,480,235,hello,,,0.0,1.0,-1.0,-0.9,-1.0,-1.0,-0.27493058,-0.5,2,We need to solve this problem to stop the natural disaster. I believe in you!,True,0.10099999999999999,3,True,8,8,0,18,"11-12-2020-16:35:31-PST
",231,0.353,0.188,0.427,0.032
232,481,236,No thanks,,,-1.0,0.0,0.33333333,-0.8,0.138,-0.138,-0.06320011,0.05555556,1,:),True,4.101,2,True,4,8,4,28,"11-12-2020-17:20:54-PST
",232,0.23,0.208,0.346,0.216
233,482,241,okay,,,1.0,1.0,-0.66666667,-0.8,1.0,-1.0,-0.15501975,-0.77777778,3,Hm... let's keep thinking!,True,0.10099999999999999,4,True,8,8,0,13,"11-13-2020-11:50:43-PST
",233,0.292,0.15,0.135,0.423
234,483,242,How many chocolates do you think can fit in the box?,0.0,4.0,1.0,1.0,-1.0,-0.6,-0.6,-1.0,1.0,-0.66666667,2,You’re almost there. Just keep trying!,None,0.0,4,True,8,8,0,15,"11-13-2020-12:07:40-PST
",234,0.228,0.368,0.377,0.027
235,484,242,How many chocolates do you think can fit in the box?,,,1.0,1.0,-1.0,-0.6,-0.6,-1.0,1.0,-0.66666667,3,Hm... let's keep thinking!,None,0.001,4,True,8,8,0,15,"11-13-2020-12:07:40-PST
",235,0.228,0.368,0.377,0.027
236,485,191,there are six one the bottom and three going up,,,0.0,-0.75,-1.0,-0.8,-1.0,-1.0,-0.05513746,-0.83333333,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.098,3,True,1,0,0,12,"11-13-2020-15:21:51-PST
",236,0.482,0.137,0.369,0.012
237,486,243,ok,,,1.0,-0.25,-1.0,-0.9,1.0,-1.0,-0.10634729999999999,-0.88888889,0,You can move your mouse close to the box to turn it into a chocolate!,True,3.0980000000000003,4,True,3,6,3,11,"11-14-2020-13:51:33-PST
",237,0.48,0.137,0.196,0.187
238,487,249,How much do we weigh together,,,0.0,1.0,0.66666667,-0.8,-1.0,-1.0,1.0,-0.66666667,2,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",True,0.10099999999999999,3,True,8,8,0,15,"11-14-2020-21:04:20-PST
",238,0.649,0.168,0.151,0.032
239,488,254,can we think of somthing together?,3.0,3.0,-1.0,0.0,0.0,-0.7,-1.0,-1.0,-0.02507096,-0.61111111,1,:),None,0.0,2,False,4,4,0,16,"11-15-2020-12:17:38-PST
",239,0.358,0.157,0.446,0.039
240,489,254,thanks,1.0,1.0,-1.0,0.0,-0.66666667,-0.9,1.0,-1.0,-0.15282053,-0.61111111,3,Hm... let's keep thinking!,None,0.0,2,False,4,4,0,16,"11-15-2020-12:17:38-PST
",240,0.119,0.139,0.393,0.349
241,490,254,ok i forgot what length means,2.0,7.0,-1.0,0.0,-0.33333333,-0.3,-0.29,-1.0,1.0,-0.61111111,2,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,True,0.1,2,False,4,4,0,16,"11-15-2020-12:17:38-PST
",241,0.065,0.399,0.514,0.022
242,491,254,can we brainsrorm?,2.0,7.0,-1.0,0.0,-0.33333333,-0.3,-1.0,-1.0,-0.03161268,-0.61111111,2,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",None,0.0,2,False,4,4,0,16,"11-15-2020-12:17:38-PST
",242,0.197,0.241,0.539,0.023
243,492,254,can we brainsrorm?,2.0,7.0,-1.0,0.0,-0.33333333,-0.3,-1.0,-1.0,-0.03161268,-0.61111111,2,We need to solve this problem to stop the natural disaster. I believe in you!,None,0.0,2,False,4,4,0,16,"11-15-2020-12:17:38-PST
",243,0.197,0.241,0.539,0.023
244,493,254,i am kind of stuck,3.0,3.0,-1.0,0.0,0.0,-0.7,-1.0,-0.134,1.0,-0.61111111,1,:),None,0.0,2,False,4,4,0,16,"11-15-2020-12:17:38-PST
",244,0.088,0.413,0.48,0.019
245,494,254,ok :),2.0,7.0,-1.0,0.0,-0.33333333,-0.3,1.0,-1.0,-0.10634729999999999,-0.61111111,1,:),None,0.0,2,False,4,4,0,16,"11-15-2020-12:17:38-PST
",245,0.115,0.19,0.297,0.398
246,495,254,can we brainsrorm?,3.0,3.0,-1.0,0.0,0.0,-0.7,-1.0,-1.0,-0.03161268,-0.61111111,2,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",None,0.0,2,False,4,4,0,16,"11-15-2020-12:17:38-PST
",246,0.359,0.157,0.445,0.039
247,496,254,i wan't to brainstorm together,,,-1.0,0.0,0.0,-0.7,-1.0,-1.0,-0.03631976,-0.61111111,2,I know we can do this together. Keep thinking!,None,-8.0,2,False,4,4,0,16,"11-15-2020-12:17:38-PST
",247,0.36,0.156,0.445,0.039
248,497,264,i need help,3.0,19.0,0.0,0.0,0.0,0.9,0.46,-1.0,1.0,0.16666667,2,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",True,0.1,3,True,4,2,0,30,"11-15-2020-13:52:43-PST
",248,0.085,0.661,0.186,0.068
249,498,264,i still don't know ,3.0,19.0,0.0,0.0,0.0,0.9,-1.0,-1.0,1.0,0.16666667,1,:),None,0.0,3,True,4,2,0,30,"11-15-2020-13:52:43-PST
",249,0.119,0.55,0.317,0.014
250,499,264,cau he,3.0,19.0,0.0,0.0,0.0,0.9,-1.0,-1.0,-0.11160506,0.16666667,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,3,True,4,2,0,30,"11-15-2020-13:52:43-PST
",250,0.419,0.313,0.252,0.016
251,500,264,I got it! :),,,0.0,0.0,0.0,0.9,0.244,-1.0,-0.03631976,0.16666667,1,:),True,0.08800000000000001,3,True,4,2,0,30,"11-15-2020-13:52:43-PST
",251,0.251,0.424,0.177,0.148
252,501,265,I think the answer is around 3,0.0,1.0,0.0,1.0,-1.0,-0.9,-1.0,-1.0,1.0,-0.61111111,2,"Hey, let’s think this through together. I know we can do it!",None,0.0,3,True,8,8,0,16,"11-15-2020-14:04:19-PST
",252,0.15,0.237,0.599,0.014
253,502,265,I think I got it,0.0,1.0,0.0,1.0,-1.0,-0.9,-1.0,-1.0,-0.02507096,-0.61111111,2,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,None,0.0,3,True,8,8,0,16,"11-15-2020-14:04:19-PST
",253,0.329,0.132,0.51,0.029
254,503,265,ok,1.0,3.0,0.0,1.0,-0.66666667,-0.7,1.0,-1.0,-0.10634729999999999,-0.61111111,3,Hm... let's keep thinking!,None,0.0,3,True,8,8,0,16,"11-15-2020-14:04:19-PST
",254,0.165,0.112,0.159,0.564
255,504,265,I got it correct,,,0.0,1.0,-0.66666667,-0.7,-1.0,-1.0,-0.03631976,-0.61111111,2,You’re almost there. Just keep trying!,None,0.001,3,True,8,8,0,16,"11-15-2020-14:04:19-PST
",255,0.457,0.12,0.391,0.032
256,505,267,yes i know so do i do that for the rest?,0.0,8.0,1.0,0.25,-1.0,-0.2,-0.496,-1.0,1.0,-0.77777778,1,:),None,0.0,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
",256,0.305,0.333,0.341,0.021
257,506,267,i still don't get it sorry,0.0,8.0,1.0,0.25,-1.0,-0.2,-0.532,-1.0,1.0,-0.77777778,0,Move your mouse along the height to count how many chocolates would fit along the height.,True,0.11,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
",257,0.305,0.33,0.345,0.02
258,507,267,then what do i do for the other places?,0.0,8.0,1.0,0.25,-1.0,-0.2,-1.0,-1.0,1.0,-0.77777778,1,:),True,0.1,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
",258,0.305,0.297,0.384,0.014
259,508,267,?,0.0,8.0,1.0,0.25,-1.0,-0.2,-1.0,-1.0,-1.0,-0.77777778,0,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",None,0.01,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
",259,0.87,0.042,0.076,0.012
260,509,267,hi,0.0,8.0,1.0,0.25,-1.0,-0.2,-1.0,-1.0,-0.29048756,-0.77777778,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
",260,0.784,0.065,0.139,0.012
261,510,267,?,0.0,8.0,1.0,0.25,-1.0,-0.2,-1.0,-1.0,-1.0,-0.77777778,0,You have seen all the hints. Try your best to answer the question!,None,0.01,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
",261,0.87,0.042,0.076,0.012
262,511,267,oki,0.0,8.0,1.0,0.25,-1.0,-0.2,-1.0,-1.0,-0.49351155,-0.77777778,0,You have seen all the hints. Try your best to answer the question!,None,0.01,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
",262,0.815,0.064,0.109,0.012
263,512,267,do i just times the height by the length?,0.0,8.0,1.0,0.25,-1.0,-0.2,-1.0,-1.0,1.0,-0.77777778,3,Hm... let's keep thinking!,None,0.0,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
",263,0.305,0.297,0.384,0.014
264,513,267,?,,,1.0,0.25,-1.0,-0.2,-1.0,-1.0,-1.0,-0.77777778,0,You have seen all the hints. Try your best to answer the question!,None,0.9329999999999998,4,True,5,4,1,13,"11-15-2020-14:47:32-PST
",264,0.87,0.042,0.076,0.012
265,514,268,I think I got this,,,-1.0,0.75,0.33333333,-0.9,-1.0,-1.0,-0.02507096,-0.44444444,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",True,1.0979999999999999,2,True,7,8,1,19,"11-15-2020-15:21:31-PST
",265,0.383,0.148,0.386,0.083
266,515,269,? i dont get it,0.0,1.0,1.0,1.0,-1.0,-0.9,-1.0,-1.0,1.0,-0.72222222,2,I know we can do this together. Keep thinking!,None,0.0,4,True,8,8,0,14,"11-15-2020-15:34:25-PST
",266,0.635,0.113,0.233,0.019
267,516,269,how many chocolates can fit in the hight,,,1.0,1.0,-1.0,-0.9,-0.474,-1.0,1.0,-0.72222222,1,:),None,0.001,4,True,8,8,0,14,"11-15-2020-15:34:25-PST
",267,0.58,0.139,0.239,0.042
268,517,270,Can you give me some pointers?,4.0,2.0,0.0,0.5,0.33333333,-0.8,-1.0,-1.0,1.0,-0.61111111,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",True,0.11,3,True,6,7,1,16,"11-15-2020-16:01:02-PST
",268,0.74,0.085,0.156,0.019
269,518,270,Thanks,,,0.0,0.5,0.66666667,-0.9,1.0,-1.0,-0.15282053,-0.61111111,3,Hm... let's keep thinking!,None,0.988,3,True,6,7,1,16,"11-15-2020-16:01:02-PST
",269,0.406,0.043,0.046,0.505
270,519,271,What is the height? Or can you tell me hw to estimate the height?,0.0,19.0,1.0,-0.25,-1.0,0.9,-1.0,-1.0,1.0,-0.88888889,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,3,3,3,11,"11-15-2020-16:17:37-PST
",270,0.339,0.401,0.245,0.015
271,520,271,I need a hint please. ,3.0,28.0,1.0,-0.25,0.0,1.8,0.07,-1.0,1.0,-0.88888889,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,4,True,3,3,3,11,"11-15-2020-16:17:37-PST
",271,0.276,0.582,0.076,0.066
272,521,271,Ok Thank You!,4.0,2.0,1.0,-0.25,0.33333333,-0.8,0.6659999999999999,-1.0,-0.03507275,-0.88888889,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,0.01,4,True,3,3,3,11,"11-15-2020-16:17:37-PST
",272,0.827,0.03,0.043,0.1
273,522,271,May I have another hint?,,,1.0,-0.25,0.0,1.8,-1.0,-1.0,1.0,-0.88888889,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,True,3.059,4,True,3,3,3,11,"11-15-2020-16:17:37-PST
",273,0.323,0.558,0.096,0.023
274,523,272,ok,,,1.0,1.0,-0.33333333,-0.9,1.0,-1.0,-0.10634729999999999,-0.88888889,3,Hm... let's keep thinking!,None,0.001,4,True,8,7,0,11,"11-16-2020-16:21:24-PST
",274,0.516,0.061,0.098,0.325
275,524,275,okay,,,0.0,0.75,-0.33333333,-0.7,1.0,-1.0,-0.15501975,-0.44444444,2,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",None,0.001,3,True,7,7,0,19,"11-16-2020-16:25:05-PST
",275,0.283,0.086,0.132,0.499
276,525,274,what is the height of the box?,0.0,3.0,-1.0,0.75,-1.0,-0.7,-1.0,-1.0,1.0,-0.55555556,2,We need to solve this problem to stop the natural disaster. I believe in you!,None,0.0,2,True,7,4,1,17,"11-16-2020-16:43:23-PST
",276,0.444,0.084,0.458,0.014
277,526,274,what is the height of the chocolates?,0.0,3.0,-1.0,0.75,-1.0,-0.7,-1.0,-1.0,1.0,-0.55555556,2,You’re super close! Let’s think about this a little more and try again.,None,0.0,2,True,7,4,1,17,"11-16-2020-16:43:23-PST
",277,0.444,0.084,0.458,0.014
278,527,274,5,,,-1.0,0.75,-0.33333333,-0.8,-1.0,-1.0,-1.0,-0.55555556,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.998,2,True,7,4,1,17,"11-16-2020-16:43:23-PST
",278,0.83,0.015,0.135,0.02
279,528,276,fire,,,1.0,0.5,0.33333333,-0.9,-1.0,1.0,-0.21003117,-0.77777778,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,1.998,4,True,6,8,2,13,"11-16-2020-16:47:20-PST
",279,0.885,0.03,0.058,0.027
280,529,280,How many chocolates fit along the height?,0.0,3.0,1.0,0.75,-1.0,-0.7,-0.41200000000000003,-1.0,1.0,-0.72222222,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,7,8,1,14,"11-16-2020-20:58:20-PST
",280,0.796,0.053,0.129,0.022
281,530,280,Do you think the,,,1.0,0.75,-1.0,-0.7,-1.0,-1.0,1.0,-0.72222222,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,0.985,4,True,7,8,1,14,"11-16-2020-20:58:20-PST
",281,0.834,0.057,0.097,0.012
282,531,284,I'm confused,3.0,1.0,-1.0,-0.25,0.0,-0.9,-1.0,0.39399999999999996,1.0,-0.16666667,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,0.11,2,True,3,5,4,24,"11-17-2020-11:15:29-PST
",282,0.258,0.305,0.405,0.032
283,532,284,I still don't get it,3.0,1.0,-1.0,-0.25,0.0,-0.9,-1.0,-1.0,1.0,-0.16666667,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,2,True,3,5,4,24,"11-17-2020-11:15:29-PST
",283,0.622,0.087,0.275,0.016
284,533,284,how do you calculate a volume?,,,-1.0,-0.25,0.0,-0.9,-1.0,-1.0,1.0,-0.16666667,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",True,4.072,2,True,3,5,4,24,"11-17-2020-11:15:29-PST
",284,0.622,0.087,0.275,0.016
285,534,306,i can't,0.0,4.0,-1.0,-0.25,-1.0,-0.6,-1.0,-1.0,-0.02213507,-0.44444444,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,0.01,2,True,3,7,5,19,"11-17-2020-16:11:57-PST
",285,0.881,0.018,0.092,0.009
286,535,306,yay,3.0,4.0,-1.0,-0.25,0.0,-0.6,1.0,-1.0,-0.36503603,-0.44444444,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,2,True,3,7,5,19,"11-17-2020-16:11:57-PST
",286,0.724,0.023,0.167,0.086
287,536,306,i don't know,3.0,4.0,-1.0,-0.25,0.0,-0.6,-1.0,-1.0,1.0,-0.44444444,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,0.01,2,True,3,7,5,19,"11-17-2020-16:11:57-PST
",287,0.878,0.031,0.08,0.011
288,537,306,hi,0.0,4.0,-1.0,-0.25,-1.0,-0.6,-1.0,-1.0,-0.29048756,-0.44444444,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,True,3,7,5,19,"11-17-2020-16:11:57-PST
",288,0.898,0.013,0.08,0.009
289,538,306,ok,2.0,2.0,-1.0,-0.25,-0.33333333,-0.8,1.0,-1.0,-0.10634729999999999,-0.44444444,3,Hm... let's keep thinking!,None,0.0,2,True,3,7,5,19,"11-17-2020-16:11:57-PST
",289,0.698,0.02,0.217,0.065
290,539,306,how do i find how much chocolates can fit inside marigold,3.0,4.0,-1.0,-0.25,0.0,-0.6,-0.5660000000000001,-1.0,1.0,-0.44444444,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,2,True,3,7,5,19,"11-17-2020-16:11:57-PST
",290,0.835,0.046,0.107,0.012
291,540,306,ohhh ok i get it,,,-1.0,-0.25,0.0,-0.6,-0.154,-1.0,-0.03631976,-0.44444444,0,Think about how to calculate volume with multiplication.,None,4.933,2,True,3,7,5,19,"11-17-2020-16:11:57-PST
",291,0.89,0.017,0.079,0.014
292,541,310,Hi,3.0,1.0,1.0,1.0,0.0,-0.9,-1.0,-1.0,-0.29048756,-0.66666667,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,0.11,4,True,8,7,0,15,"11-17-2020-19:32:26-PST
",292,0.979,0.005,0.005,0.011
293,542,310,Ok,4.0,1.0,1.0,1.0,0.33333333,-0.9,1.0,-1.0,-0.10634729999999999,-0.66666667,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",True,0.11,4,True,8,7,0,15,"11-17-2020-19:32:26-PST
",293,0.792,0.016,0.027,0.165
294,543,310,Ok,4.0,1.0,1.0,1.0,0.33333333,-0.9,1.0,-1.0,-0.10634729999999999,-0.66666667,0,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",True,0.11,4,True,8,7,0,15,"11-17-2020-19:32:26-PST
",294,0.792,0.016,0.027,0.165
295,544,310,Well thankyou,5.0,1.0,1.0,1.0,0.66666667,-0.9,0.354,-1.0,-0.08473219,-0.66666667,3,Hm... let's keep thinking!,True,0.1,4,True,8,7,0,15,"11-17-2020-19:32:26-PST
",295,0.896,0.012,0.019,0.073
296,545,310,Ok,,,1.0,1.0,-0.66666667,-0.9,1.0,-1.0,-0.10634729999999999,-0.66666667,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.059000000000000004,4,True,8,7,0,15,"11-17-2020-19:32:26-PST
",296,0.802,0.016,0.07,0.112
297,546,312,"hmm chloconut, I don't really get this problem. can you help me?",0.0,10.0,0.0,0.5,-1.0,0.0,-0.644,-0.544,1.0,-1.0,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,6,8,2,9,"11-17-2020-20:08:59-PST
",297,0.748,0.103,0.137,0.012
